name,glass-size (oz),category,measurement-1,unit-1,ingredient-1,measurement-2,unit-2,ingredient-2,measurement-3,unit-3,ingredient-3,measurement-4,unit-4,ingredient-4,measurement-5,unit-5,ingredient-5,measurement-6,unit-6,ingredient-6,special ingredients,instructions,glass,glass-size (oz),Cocktail Measurment,Match
Merry Widow Cocktail No. 2,6,Cocktail Classics,1.25,oz, Maraschino,1.25,oz, cherry-flavored brandy,,,,,,,,,,,,,Cherry,Stir with ice and strain into cocktail glass. Serve with a cherry.,Cocktail Glass,6,2.5,FALSE
Lugger,6,Cocktail Classics,0.5,oz, Brandy,1,oz, Apple Brandy,1,oz, Apricot Flavored Brandy,,,,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,2.5,FALSE
Jamaica Hop,6,Cocktail Classics,1,oz, Coffee-flavored brandy,1,oz, Creme de Cacao (White),1,oz, Light cream,,,,,,,,,,,Shake well with ice and strain into cocktail glass.,Cocktail Glass,6,3,FALSE
Hebrides,14,Whiskies,1.5,oz, Single-malt Scotch whisky,0.5,oz, Maraschino liqueur,0.5,oz, Triple Sec,2,oz, Apple juice,1,oz, Fresh lemon juice,1,count, Angostura Bitters,,Pour into ice-filled Collins glass and stir.,Collins Glass,14,6.5,FALSE
Hennessy Martini,6,Cocktail Classics,2,oz, Hennessy V.S Cognac,0.5,oz, Lemon Juice,,,,,,,,,,,,,Lemon Twist,"Fill shaker or mixing glass with ice. Add Hennessy and lemon juice. Stir gently, don't shake. Let settle. Strain into chilled martini glass. Garnish with a lemon twist.",Cocktail Glass,6,2.5,FALSE
Vodka Daisy,10,Vodka,2,oz, Vodka,1,oz, Fresh lemon juice,0.5,oz, Simple Syrup,1,oz, Grenadine,,,,,,,Seasonal Fruit,Shake with ice. Strain into ice-filled beer mug or metal cup. Garnish with seasonal fruit.,Beer Mug,10,4.5,FALSE
Heavenly Dram,6,Whiskies,1.5,oz, Single-malt Scotch whisky,0.5,oz, Pedro Ximenez sherry,0.75,oz, Fresh lemon juice,0.25,oz, Honey Syrup,,,,,,,Lemon Twist,Shake with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,3,FALSE
Classic Cocktail,6,Cocktail Classics,0.25,oz, Juice of a Lemon,1.5,oz, Curacao,1.5,oz, Maraschino,1,oz, Brandy,,,,,,,Powdered Sugar,Prepare rim of old-fashioned glass by rubbing with lemon and dipping into powdered sugar. Shake ingredients with ice and strain into prepared glass.,Old-Fashioned Glass,6,4.25,FALSE
Cherry Sling,6,Cocktail Classics,1.5,oz, cherry-flavored brandy,0.5,oz, Juice of a Lemon,,,,,,,,,,,,,Lemon Twist,Serve in old-fashioned glass filled with ice cubes and stir. Garnish with a lemon twist.,Old-Fashioned Glass,6,2,FALSE
Cherry Fizz,7,Cocktail Classics,0.25,oz, Juice of a Lemon,2,oz, cherry-flavored brandy,2,oz, Club Soda,,,,,,,,,,Cherry,Shake with ice and strain into highball glass with two ice cubes. Fill with club soda and garnish with a cherry.,Highball Glass,7,4.25,FALSE
Vodka Cooler,14,Vodka,2,oz, Vodka,0.5,oz, Simple Syrup,3,oz, Soda water or ginger ale,,,,,,,,,,"Orange Twist, Lemon Twist",Stir vodka and syrup in Collins glass. Add ice cubes and fill with soda water or ginger ale. Garnish with an orange twist or a lemon twist.,Collins Glass,14,5.5,FALSE
Carrol Cocktail,6,Cocktail Classics,0.5,oz, Brandy,0.75,oz, Sweet Vermouth,,,,,,,,,,,,,Cherry,Stir with ice and strain into cocktail glass. Garnish with a cherry.,Cocktail Glass,6,1.25,FALSE
Button Hook Cocktail,6,Cocktail Classics,0.5,oz, Creme de Menthe (White),0.5,oz, Apricot Flavored Brandy,0.5,oz, Anisette,0.5,oz, Brandy,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,2,FALSE
Bull's Eye,7,Cocktail Classics,0.5,oz, Brandy,2,oz, Hard cider,1,oz, Ginger ale,,,,,,,,,,,Pour into highball glass over ice cubes and fill with ginger ale. Stir.,Highball Glass,7,3.5,FALSE
Brantini,6,Cocktail Classics,0.5,oz, Brandy,1,oz, Gin,1,oz, Dry Vermouth,,,,,,,,,,Lemon Twist,Stir with cracked ice and strain into old-fashioned glass with cubed ice. Garnish with a lemon twist,Old-Fashioned Glass,6,2.5,FALSE
Heather's Kiss,6,Whiskies,1.5,oz, Blended Scotch Whiskey,0.5,oz, Fresh lemon juice,0.25,oz, Agave nectar,1,oz, Absinthe,,,,,,,Applie Slice,Shake with ice strain into chilled cocktail glass. Garnish with an apple slice.,Cocktail Glass,6,3.25,FALSE
Brandy Squirt,7,Cocktail Classics,0.5,oz, Brandy,1,oz, Powdered Sugar,1,oz, Grenadine,1,oz, Club Soda,,,,,,,"Pineapple Slice, Strawberry",Shake with ice and strain into highball glass and fill with club soda. Garnish with a pineapple slice and a strawberry.,Highball Glass,7,3.5,FALSE
Brandy and Soda,14,Cocktail Classics,0.5,oz, Brandy,1,oz, Club Soda,,,,,,,,,,,,,,Pour brandy into collins glass with ice cubes. Fill with club soda.,Collins Glass,14,1.5,FALSE
Brandy Milk Punch,14,Cocktail Classics,1,oz, Powdered Sugar,2,oz, Brandy,1,oz, Milk,,,,,,,,,,Nutmeg,"Shake with ice, strain into collins glass, and top with nutmeg.",Collins Glass,14,4,FALSE
Vodka Collins,14,Vodka,2,oz, Vodka,0.75,oz, Fresh lemon juice,0.75,oz, Simple Syrup,1,oz, Soda water,,,,,,,"Lemon Slice, Orange Slice, Cherry","Shake vodka, lemon juice, and syrup and strain into ice-filled Collins glass. Fill with soda water and stir. Garnish with a lemon slice, an orange slice, and a cherry. Serve with a straw.",Collins Glass,14,4.5,FALSE
Brandy Crusta Cocktail,6,Cocktail Classics,1.25,oz, Maraschino,1,oz, Bitters,1,oz, Lemon Juice,0.5,oz, Triple Sec,1,oz, Brandy,,,,"Orange Slice, Lemon Twist, Sugar",Moisten the edge of a cocktail glass with lemon and dip into sugar. Place lemon twist in glass. Stir above ingredients with ice and strain into sugar-rimmed glass. Garnish with an orange slice.,Cocktail Glass,6,4.75,FALSE
Heather Blush,6,Whiskies,1.5,oz, Blended Scotch Whiskey,1,oz, Strawberry liqueur,3,oz, Chilled sparkling wine,,,,,,,,,,Strawberry,Pour Scotch and liqueur into chilled champagne flute. Top with sparkling wine. Garnish with a strawberry.,Champagne Flute,6,5.5,FALSE
Jack Maples,6,Brandy,1.5,oz, Applejack,1,oz, maple syrup (grade B or medium-amber),1,oz, Aromatic bitters,,,,,,,,,,Cinnamon Stick,Stir with ice and strain into cocktail glass. Garnish with a cinnamon stick.,Cocktail Glass,6,3.5,FALSE
Brandy Alexander,6,Cocktail Classics,0.5,oz, Creme de Cacao (Brown),0.5,oz, Brandy,0.5,oz, Heavy cream,,,,,,,,,,,Shake well with cracked ice and strain into cocktail glass.,Cocktail Glass,6,1.5,FALSE
Vodka and Tonic,7,Vodka,2,oz, Vodka,2,oz, Tonic water,2,oz, Lemon or lime wedge,,,,,,,,,,"Lemon Slice, Lime Slice",Pour vodka into highball glass over ice. Add tonic and stir. Garnish with a lemon slice or a lime slice.,Highball Glass,7,6,FALSE
Apricot Cocktail,6,Cocktail Classics,0.25,oz, Juice of a Lemon,0.25,oz, Juice of Orange,1.5,oz, Apricot Flavored Brandy,1,oz, Gin,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3,FALSE
Alexander Cocktail No. 2,6,Cocktail Classics,1,oz, Creme de Cacao (White),1,oz, Brandy,1,oz, Light cream,,,,,,,,,,Nutmeg,Shake with ice and strain into cocktail glass. Top with nutmeg.,Cocktail Glass,6,3,FALSE
After Dinner Cocktail,6,Cocktail Classics,1.5,oz, Apricot Flavored Brandy,1,oz, Triple Sec,1,oz, Juice of a Lime,,,,,,,,,,Lime Slice,Shake with ice and strain into cocktail glass. Garnish with a lime slice.,Cocktail Glass,6,3.5,FALSE
Harvest Moon,6,Whiskies,2,oz, Straight rye whiskey,1,oz, Lillet Blanc,0.5,oz, Apple Brandy,0.25,oz, Green Chartreuse,1,oz, Angostura Bitters,,,,Orange Twist,Stir with ice and strain into chilled cocktail glass. Garnish with an orange twist.,Cocktail Glass,6,4.75,FALSE
Red Raider,6,Cocktail Classics,1,oz, Bourbon,0.5,oz, Triple Sec,1,oz, Lemon Juice,1,oz, Grenadine,,,,,,,,Shake with ice and strain into cocktail glass.,Cocktail Glass,6,3.5,FALSE
Vodka and Apple Juice,7,Vodka,2,oz, Vodka,2,oz, Apple juice,,,,,,,,,,,,,,Pour vodka into ice-filled highball glass. Fill with apple juice and stir.,Highball Glass,7,4,FALSE
Mint Julep (Southern Style),14,Cocktail Classics,5,oz,springs mint,1,oz, Powdered Sugar,2,oz, Water,2.25,oz, Bourbon,,,,,,,Mint,"In silver mug or collins glass, dissolve powdered sugar with water. Fill with finely shaved ice and add bourbon. Stir until glass is heavily frosted, adding more ice if necessary. (Do not hold glass with hand while stirring.) Garnish with mint so that the tops are about two inches above the rim of glass. Use short straws so that it will be necessary to bury nose in mint, which is intended for scent rather than taste.",Collins Glass,14,10.25,FALSE
Limestone,7,Cocktail Classics,1,oz, Bourbon,1,oz, Collins Mix,2,oz, Lime Juice,,,,,,,,,,,"Into ice-filled highball glass, pour bourbon, fill glass with collins mix, and add lime juice to taste.",Highball Glass,7,4,FALSE
Grounds For Divorce,6,Whiskies,2,oz, Straight rye whiskey,0.75,oz, Kirschwasser,0.25,oz, Cynar,0.5,oz, Amaro,,,,,,,Orange Twist,Stir and strain into chilled cocktail glass. Garnish with an orange twist.,Cocktail Glass,6,3.5,FALSE
Gentleman's Cocktail,7,Cocktail Classics,1,oz, Bourbon,0.5,oz, Brandy,0.5,oz, Creme de Menthe,1,oz, Club Soda,,,,,,,Lemon Twist,"Pour bourbon, brandy, and creme de menthe over ice into highball glass. Add club soda and garnish with a lemon twist.",Highball Glass,7,3,FALSE
Dixie Julep,14,Cocktail Classics,1,oz, Powdered Sugar,2.25,oz, Bourbon,,,,,,,,,,,,,Mint,Put sugar and bourbon into collins glass. Fill with crushed ice and stir gently until glass is frosted. Garnish with mint. Serve with straws.,Collins Glass,14,3.25,FALSE
Victory Collins,14,Vodka,2,oz, Vodka,2,oz, Unsweetened Grape Juice,1,oz, Fresh lemon juice,0.5,oz, Simple Syrup,,,,,,,Orange Slice,Shake with ice and strain into ice-filled Collins glass. Garnish with an orange slice.,Collins Glass,14,5.5,FALSE
Buddy's Favorite,7,Cocktail Classics,1,oz, Bourbon,6,oz, Cold Water,,,,,,,,,,,,,,Pour ingredients into highball glass. Stir and serve without ice.,Highball Glass,7,7,TRUE
Bourbon On The Rocks,6,Cocktail Classics,1,oz, Bourbon,,,,,,,,,,,,,,,,,Pour bourbon into old-fashioned glass half-filled with ice.,Old-Fashioned Glass,6,1,FALSE
Bourbon Cobbler,6,Cocktail Classics,2.5,oz,Bourbon,1,oz, Lemon Juice,2,oz, Grapefruit Juice,1.5,oz, Almond extract,,,,,,,Peach Slice,"Combine all ingredients in mixing glass, pour over ice into old-fashioned glass. Garnish with a peach slice.",Old-Fashioned Glass,6,7,FALSE
Bourbon and Water,6,Cocktail Classics,1,oz, Bourbon,4,oz, Water,,,,,,,,,,,,,Lemon Twist,"Pour bourbon and water into old-fashioned glass. Add ice and garnish with a lemon twist, if desired, and stir.",Old-Fashioned Glass,6,5,FALSE
Greenpoint,6,Whiskies,2,oz, Straight rye whiskey,0.5,oz, Yellow Chartreuse,0.5,oz, Sweet Vermouth,1,oz, Angostura Bitters,1,oz, Orange Bitters,,,,Lemon Twist,Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,5,FALSE
Yellowjacket,6,Non-alcoholic Drinks,2,oz, Pineapple Juice,2,oz, Orange Juice,0.5,oz, Lemon Juice,,,,,,,,,,Lemon Slice,Shake with old-fashioned glass filled with ice cubes. Garnish with a lemon slice.,Old-Fashioned Glass,6,4.5,FALSE
Velvet Peach Hammer,6,Vodka,2,oz, Vodka,0.75,oz, Peach schnapps,0.25,oz, Simple Syrup,0.5,oz, Fresh lemon juice,,,,,,,Peach Slice,Pour vodka and schnapps into ice-filled old-fashioned glass. Stir and top with syrup and lemon juice. Garnish with a peach slice.,Old-Fashioned Glass,6,3.5,FALSE
Grandfather,6,Whiskies,2,oz, Bourbon whiskey,1,oz, Applejack,1,oz, Sweet Vermouth,1,oz, Angostura Bitters,1,oz, Peychaud's Bitters,,,,Cherry,Stir with ice and strain into chilled cocktail glass. Garnish with a cherry.,Cocktail Glass,6,6,TRUE
Goldrush,6,Whiskies,2,oz, Bourbon whiskey,0.75,oz, Fresh lemon juice,1,oz, Honey Syrup,,,,,,,,,,,Shake and strain into ice-filled old-fashioned glass.,Old-Fashioned Glass,6,3.75,FALSE
Sake Martini,6,Cocktail Classics,1,oz, Sake,3,oz, Mr. Boston Gin,,,,,,,,,,,,,Olive,"Stir with ice, strain into 3-or 4-oz. cocktail glass and garnish with an olive.",Cocktail Glass,6,4,FALSE
Godfather,6,Whiskies,1.5,oz, Blended Scotch Whiskey,0.75,oz, Amaretto,,,,,,,,,,,,,,Pour into ice-filled old-fashioned glass and stir.,Old-Fashioned Glass,6,2.25,FALSE
Jack-In-The-Box,6,Brandy,1.5,oz, Applejack,1,oz, Pineapple Juice,1,oz, Angostura Bitters,,,,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3.5,FALSE
Saronno,6,Cocktail Classics,1,oz, Amaretto di Saronno,1,oz, Mr. Boston Five Star Brandy,1,oz, Light cream,,,,,,,,,,,Shake well with cracked ice. Strain and serve in cocktail glass.,Cocktail Glass,6,3,FALSE
Saronno Colada (Nutty Colada),14,Cocktail Classics,1,oz, Amaretto di Saronno,3,oz, Coconut Milk,3,oz, Crushed Pineapple,,,,,,,,,,,Put in an electric blender with 2 cups of crushed ice and blend at high speed for a short time. Pour into a collins glass and serve with a straw.,Collins Glass,14,7,FALSE
Saronno Mist,6,Cocktail Classics,1,oz, Amaretto di Saronno,,,,,,,,,,,,,,,,"Lemon Twist, Lime Slice","Serve in an old-fashioned glass over crushed ice. Garnish with a lemon twist or a lime slice, if desired.",Old-Fashioned Glass,6,1,FALSE
Saronno Rose,14,Cocktail Classics,1,oz, Amaretto di Saronno,0.5,oz, Roses Lime Juice,1,oz, Club Soda,,,,,,,,,,,Pour Amaretto di Saronno and lime juice over ice in a collins glass and fill with club soda.,Collins Glass,14,2.5,FALSE
Gilchrist,6,Whiskies,1.5,oz, Blended Scotch Whiskey,0.75,oz, Pear brandy,0.75,oz, Grapefruit Juice,0.5,oz, Amaro,1,oz, Grapefruit bitters,,,,Lemon Twist,Shake with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,4.5,FALSE
Frisco Sour,2,Whiskies,1.5,oz, Bourbon or Rye Whiskey,0.75,oz, Fresh lemon juice,0.5,oz, Fresh Lime Juice,0.5,oz, Benedictine,,,,,,,"Lemon Slice, Lime Slice",Shake with ice and strain into chilled sour glass. Garnish with a lemon slice and a lime slice.,Cordial or Pony Glass,2,3.25,FALSE
Fratelli Cocktail,6,Whiskies,2,oz, Straight rye whiskey,0.5,oz, Sweet Vermouth,0.5,oz, Yellow Chartreuse,0.25,oz, Fernet-Branca,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3.25,FALSE
Francis The Mule,6,Whiskies,2,oz, Bourbon whiskey,0.5,oz, Coffee liqueur,0.5,oz, Fresh lemon juice,0.25,oz, orgeat or almond syrup,1,oz, Orange Bitters,,,,Lemon Twist,Shake with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,4.25,FALSE
Fox River Cocktail,6,Whiskies,1.5,oz, Bourbon or Rye Whiskey,0.5,oz, Dark creme de cacao,4,oz, Angostura Bitters,,,,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6,6,TRUE
Flying Scotchman,6,Whiskies,1.5,oz, Blended Scotch Whiskey,1,oz, Sweet Vermouth,1,oz, Angostura Bitters,0.25,oz, Simple Syrup,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6,3.75,FALSE
The Final Ward,6,Whiskies,2,oz, Straight rye whiskey,0.75,oz, Maraschino liqueur,0.75,oz, Green Chartreuse,0.75,oz, Fresh lemon juice,,,,,,,,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,6,4.25,FALSE
Martini ,6,Cocktail Classics,1.5,oz, Mr. Boston Gin,0.75,oz, Dry Vermouth,,,,,,,,,,,,,Olive,Stir or shake over ice and strain into cocktail glass. Garnish with an olive. ,Cocktail Glass,6,2.25,FALSE
Fancy Whiskey,6,Whiskies,1.5,oz, Bourbon or rye whiskey,1,oz, Angostura Bitters,0.25,oz, Triple Sec,0.25,oz, Simple Syrup,,,,,,,Lemon Twist,Shake with ice and strain into chilled cocktail glass. Garnish with a lemon twist.,Cocktail Glass,6,3,FALSE
Mandarine Sour,5,Cocktail Classics,2,oz, Mandarine Napoleon Liqueur,1,oz, Lemon Juice,,,,,,,,,,,,,"Cherry, Orange Slice",Shake with ice and strain into a sour glass. Garnish with a cherry and an orange slice.,Sour Glass,5,3,FALSE
Mandarine Mist,6,Cocktail Classics,2,oz, Mandarine Napoleon Liqueur,,,,,,,,,,,,,,,,Orange Twist,Pack an old-fashioned glass with finely crushed ice. Add Mandarine Napoleon Liqueur and garnish with an orange twist. Serve with short straws.,Old-Fashioned Glass,6,2,FALSE
Underneath The Mango Tree,14,Vodka,,,,1,oz, Mango-flavored vodka,0.5,oz, Peach liqueur,0.75,oz, Fresh Lime Juice,1,oz, Simple Syrup,2,oz, Ginger ale,Sweet Chili Powder,Rim Collins glass with lime and sweet chili powder. Fill glass with ice. Shake next four ingredients with ice. Strain into glass. Top with ginger ale.,Collins Glass,14,5.25,FALSE
Fancy-Free Cocktail,6,Whiskies,2,oz, Bourbon whiskey,0.5,oz, Maraschino liqueur,1,oz, Angostura Bitters,1,oz, Orange Bitters,,,,,,,,Stir with ice and strain into chilled cocktail glass.,Cocktail Glass,6,4.5,FALSE
